Зеркала и предметы декора,Зеркало из массива горного вяза,https://drevodesign.ru/upload/resize_cache/iblock/3d5/244_244_0/g3oqp9ali5rm4iijntjcb5rxc1iaye7m.png,0773,https://drevodesign.ru/product/zerkala-i-predmety-dekora/zerkalo-iz-massiva-gornogo-vyaza/,42 000 руб.,"Оригинально зеркало в стиле ""Река"" из массива горного вяза/карагача. Габарит изделия составляет 210 х 100 см. Заготовки рамки идеально отшлифованы и отполированы. При тактильных прикосновениях дерево вам будет дарить тепло и только самые положительные эмоции. Возможно изготовление под заказ в различных цветовых оттенках и размерах.",Да
Зеркала и предметы декора,Комплект кресел из массива в зону отдыха,https://drevodesign.ru/upload/resize_cache/iblock/5a2/244_244_0/823036wcz6yy3pdc06628ll9659el2iw.png,0772,https://drevodesign.ru/product/zerkala-i-predmety-dekora/komplekt-kresel-iz-massiva-v-zonu-otdykha1/,По запросу,"Данные комплект кресел можно назвать настоящим декоративным, эксклюзивным элементом вашей зоны отдыха. Изделия выполнены из массива карагача, ножки металлические. Конструктив изделия исполнен путем соединения между собой большого количества пятиугольных деталей, весь материал отбирался и обрабатывался вручную, далее была кропотливая работа по сборке, но результат оказался просто роскошным. В комплект к креслам идет мягкая накладка для осуществления более комфортной посадки, а так же журнальный столик с эпоксидной смолой в подобном стиле, его диаметр 60 см, основание изготовлено из металла. Возможны различные цветовые исполнения. Стоимость одного кресла 69 000 руб, стоимость столика 32 000 руб.",Да
Спальня,Эксклюзивная кровать из тополя с декоративными элементами из смолы,https://drevodesign.ru/upload/resize_cache/iblock/bcb/244_244_0/midg4t7805okmgcdt3ep49x7i03orzxt.png,0510,https://drevodesign.ru/product/spalnya/eksklyuzivnaya-krovat-iz-topolya-s-dekorativnymi-elementami-iz-smoly/,По запросу,"Настоящий эксклюзив- кровать из тополя в эпоксидной смоле, янтарного цвета. Размер изголовья: ширина переменная от 82 до 67 см., длина 290 см. Изголовье возможно разместить на нужной высоте, подвешивается на стену.  Корпус кровати выполнен из массива тополя с элементами заливки смолой 180 х 200 см. В комплект возможно приобрести прикроватные тумбы, консоль с зеркалом и шкаф. В стоимость входит каркас кровати с ортопедическим основанием и изголовьем.",Нет
Спальня,Кровать из карагача,https://drevodesign.ru/upload/resize_cache/iblock/2ac/244_244_0/115krdmuqcem8fmiv8r9hqku9omr0yn0.jpg,0502,https://drevodesign.ru/product/spalnya/krovat-iz-karagacha/,От 110 000 руб.,"Кровать из карагача под заказ. Возможно изготовление основания кровати в 3-х размерах - 160х200 см; 180х200 см; 200х2000 см. Спинка (слэб) всегда уникален, длина варьируется от 160 до 300 см.",Нет
Спальня,Кровать с подвесными тумбами,https://drevodesign.ru/upload/resize_cache/iblock/bd8/244_244_0/lbu90j1hleo6lqqw0iqxwoy3ztn7fq20.jpg,0504,https://drevodesign.ru/product/spalnya/krovat-s-podvesnymi-tumbami/,От 160 000 руб.,"Кровать выполнена под заказ, тонирована в цвет ""Мербау"". Возможно изготовления под заказ аналогичной. Срок изготовления 30 рабочих дней.",Нет
Спальня,Кровать со слэбом из тополя,https://drevodesign.ru/upload/resize_cache/iblock/9ee/244_244_0/1gk8q8fdu3e12whabwhcqwa4wh1jbxas.jpg,0506,https://drevodesign.ru/product/spalnya/krovat-so-slebom-iz-topolya/,По запросу,"Эксклюзивная кровать из тополя с оригинальным изголовьем из слэба. Яркие заливки эпоксидной смолой, как завершающий штрих в вашем интерьере.",Нет
Спальня,"Кровать ""Модерн""",https://drevodesign.ru/upload/resize_cache/iblock/326/244_244_0/8sbieb0p34teg5ve3s3sfdz05qbv98o1.jpg,0507,https://drevodesign.ru/product/spalnya/krovat-modern/,По запросу,"Кровать под заказ из карагача в тонировке ""тик"". Интересное дизайнерское решение состыковки деталей. Под заказ в любом размере и цвете.",Нет
Спальня,Авторская кровать с уникальным изголовьем,https://drevodesign.ru/upload/resize_cache/iblock/b69/244_244_0/m1msbiifoqb622zgr3lfeni4ft7gedmh.jpg,0508,https://drevodesign.ru/product/spalnya/avtorskaya-krovat-s-unikalnym-izgolovem/,От 170 000 руб.,Любой размер кровати под заказ. Индивидуальный подбор изголовья кровати по вашему дизайну и размеру.,Нет
Спальня,Кровать с изголовьем из слэба карагача,https://drevodesign.ru/upload/resize_cache/iblock/2ef/244_244_0/4dmaqt6nwld7p860bqalzgytw7690rmo.png,0509,https://drevodesign.ru/product/spalnya/krovat-s-izgolovem-iz-sleba-karagacha/,От 85 000 руб.,"Стильная кровать с изголовьем из слэба карагача. Все трещинки и сучки на слэбе залиты прозрачной эпоксидной смолой. Размер изголовья: ширина переменная от 62 см. до 86 см., максимальная длина слэба 197 см. Размер основания кровати: 160 х 200 см. Каркас полностью выполнен из массива карагача. Ортопедическое основание. Слэб оснащен подсветкой холодного свечения. В комплект возможно приобрести комод и прикроватные тумбы, тонированные в единый цвет с кроватью.",Нет
Столовая,"Большой стол из карагача ""Река""",https://drevodesign.ru/upload/resize_cache/iblock/60d/244_244_0/nzu4kebchd54rdh40rjtia3biwearec0.png,0288,https://drevodesign.ru/product/stolovaya/bolshoy-stol-iz-karagacha-reka/,102 000 руб.,"Новое изделие - обеденный стол ""река"" из карагача с синей рекой, станет отличным дополнением к интерьеру загородного дома или квартиры.",Да
